wine_name,grape,region,country,year,price,rating,review
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,デイリーワインに◎飲みやすい
Cabernet Sauvignon fromTerre Siciliane,Cabernet Sauvignon, Terre Siciliane,Italy,2020,10.22,4.2,After 6 month I tasted the wine again during a nice evenning with friends. This time astonishingly good. Maybe bra cause of a good company or the first wine of the night which did not stolen our hearts. I was pleased with bold plum and blueberry notes and tannic finish. Deserves 4 stars ⭐️ 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Черный день сентября 2022 года. На этикетке Эдисьоне написано ""16"".  В бокале темно-рубиновое, непрозрачно-пурпурное. Аромат выразительный, чувствуется какао, дерево, давленая ежевика, кожа, черносмородиновое варенье. Лёгкая нотка лака и дыма. Вкус гладкий, насыщенный и сбалансированный, с высокой сладостью в послевкусии. Во вкусе похоже на конфету пьяная вишня. Послевкусие, как ни странно, короткое и фруктовое.
На утро вино пригнало хандры и грусти, легонькую жажду. Общее состояние – положительное."
Merlot fromSaint-Émilion Grand Cru,Merlot, Saint-Émilion Grand Cru,France,2015,23.66,4.1,"Un vino del 2015 che ha un retrogusto ancora giovane, ma un profumo notevole. Al gusto sa di affumicato con un retrogusto secco che non pesa sul palato. Alta gradazione che non si nota ma poi colpisce "
Cabernet Sauvignon fromBolgheri,Cabernet Sauvignon, Bolgheri,Italy,2020,33.46,4.2,Fer der priis hüere heftig
Barbera fromPiemonte,Barbera, Piemonte,Italy,2019,8.4,3.9,Go
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,Vaniglia e burro vanno ad aggiungersi al lampone e frutti di bosco. Elegante. Piacevole.
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Не кава, но очень достойно. "
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Kräftig, voluminös, mild weich im Abgang "
Merlot fromCosta Toscana,Merlot, Costa Toscana,Italy,2015,20.86,4.2,The usual hyper value of the worst Italian critics! This is a Osteria Wine ! 
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,3.7 very smooth and fruity but lacks some depth.
Merlot fromCosta Toscana,Merlot, Costa Toscana,Italy,2015,20.86,4.2,"Tuscan 100% Merlot. Ruby colour. M intensity nose of berry fruits and stewed plums, hint of red fruits and vanilla. Palete delivers much more, juicy berry medley, cranberry, hints of herbaceous notes. Tannins quite nicely integrated already, combining with 14% ABV for a solid m++ finish. 4.3* based on vfm and potential to improve 🍷👏👏 "
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"Very nice wine for a very fair rate. This differs from most Italians I've tried, specifically in that it's one of the sweetest I've encountered. It's a lot like biting into a perfectly ripe plum. Cherry flavor is also notable. 

Great flavors, great nose, medium structure, and an overall nice experience "
Sangiovese fromChianti Classico,Sangiovese, Chianti Classico,Italy,2018,30.66,4.1,Great wine smooth finish 
Sangiovese fromChianti Classico,Sangiovese, Chianti Classico,Italy,2018,30.66,4.1,"Light, cherry, dry versatile."
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,A red wine Katie is willing to drink!
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"A multiple Spanish regions' Tempranillo: off-dry, but bold Cuvée.

Could be nice with its core cassis and morello cherry message and quite balanced sugar/alc/acid coexistence, however I smell medium-presence volatile acidity (acetic acid & ethyl acetate) and paired on the nose with some distant bretannomyces (4-EP / 4-EG) influx.... which is in fact almost fainting and hard to fetch with your senses, but this wine comes much too furry on your tongue. That ain't really desirable.

Nice crown though... //"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,This is a steal at this price.
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Good tannins. Lots of berry. Dark but not heavy. I would buy again 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Using a thousand year old wine-making tradition, blending 5 grapes from different regions and years. 

Color deep ruby 

Rich aromas of ripe blackberries, plum, coffee and cocoa. 

Full body, off dry, fruit driven dominant of ripe blackberry and plum with chocolate, velvety tannins with balanced acidity and super long finish with oak and spices.

Exceptional wine! "
Cabernet Sauvignon fromMontagne-Saint-Émilion,Cabernet Sauvignon, Montagne-Saint-Émilion,France,2015,15.3,4.0,Traditional red from Bordeaux. Nothing to write home about. Let it breathe and it'll open up. Doesn't overwhelm the meal. 
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,"Hard to decide whether to rate this one 4.0 or 4.5. Ultimately settled on 4.5, since at merely 8 euros she (he??) definitely merits an opkontje (pardon my Dutch) over the 4.0 crowd that isn’t really all that exciting. Still, there are a significant number of 4.5 members (obviously also at the 8/10 euro price point, I mean) that are better than this one, and whose tastes are simply deeper and richer. So 4.25 would have been the most appropriate score and I’m pleased to help this Coppiere get there averagely!"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Full bodied and dry
Merlot fromVino d'Italia,Merlot, Vino d'Italia,Italy,2020,9.66,4.1,Spicy complicated warm taste
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,Very fruity wine... 
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"A little too 'modern' in style (big, fruit-forward, high alcohol, a little glycerin) ... But a steal at the price! Recommend it for yo-Italian takeout on Friday nights."
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"Great value , rare example of Tuscan Red I enjoyed"
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Fruity with rich tannins and fairly long finish. Due to the price in deserves 4 stars at least ..! 
Merlot fromCosta Toscana,Merlot, Costa Toscana,Italy,2015,20.86,4.2,Fully body merlot with undertone of cherry taste!!
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,"Fantastic drop at £11. Bold nose, followed by a palate filling mix of dark fruit, smoke and a touch of pepper. Fully rounded tannins and very smooth. In short, eminently drinkable! "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"The cheap choice, great for those occasions that require semi rich vine but doesn’t justify the opening grand ones!"
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,nice red fruit
Malbec fromSalta,Malbec, Salta,Argentina,2015,31.96,4.3,Un exquisito logro..
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,Bit spicier and less sweet than an avarage primitivo. Tasty stuff
Malbec fromSalta,Malbec, Salta,Argentina,2015,31.96,4.3,Grand Tour da Grand Cru no Museu do Vinho. 
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Versatile and easy to like but you’re not going to write about it in your diary. 
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Great velvety taste. Excellent after  buttery smooth taste. 
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,Lekker! Gentle red
Merlot fromVino d'Italia,Merlot, Vino d'Italia,Italy,2020,9.66,4.1,"Very interested. Strong primitivo, and slightly sweet aftertaste."
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"Fabulous white that tastes buttery with vanilla tones, great wine to enjoy most times, delighted with the purchase!"
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,"Not sure it’s a REAL 98-pointer, but for an inexpensive Primitivo, it certainly delivers.  Lashings of red fruit, full bodied and rich with cherry and raspberry that transport you to a hot climate.  Some complexity, but generally a delicious, easy drinking wine.  Perfect for pizza and pasta."
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,Excellent primitivo for the price! Full of dark smoky cherry. Very smooth and elegant wine. Excellent!
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,"What an excellent, elegant Primitivo which represents outstanding value for the price. Loads of smoky cherry on the nose with a hint of pomegranate which comes out more in the taste. "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Great value, easy to drink."
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,Lovely plummy stuff
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"full body , deep flavours, little fruity . Well balanced and soft finish "
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Cottage with barchmans
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"Overrated, too sweet! "
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Sweet and full bodied. Easy drink on its own.
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"I will rate it 5 stars.
Once you try it you may agree with me"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Dry and smooth
Cabernet Sauvignon fromUco Valley,Cabernet Sauvignon, Uco Valley,Argentina,2013,29.45,4.2,"93 percent Malbec, 5 percent cab Sav, 2 percent Syrah. This wine shows how aging in French barrels can make a wine smooth. The harshness of Malbec is gone in this wine due to French Oak barrels. Grab this. "
Merlot fromCosta Toscana,Merlot, Costa Toscana,Italy,2015,20.86,4.2,Wow! Echt super!
Cabernet Sauvignon fromMontagne-Saint-Émilion,Cabernet Sauvignon, Montagne-Saint-Émilion,France,2015,15.3,4.0,"Dry, fruit w oak and tobacco. It’s the soil of st Emilion"
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,Italian stunner. Smooth with good depth of flavour 
Malbec fromSalta,Malbec, Salta,Argentina,2015,31.96,4.3,"Excellent and to my taste one of the best Argentine wines. Made with 85% Malbec and 15% Cabernet Sauvignon from Cafayate, Salta. Aged for 15 months in new French oak barrels. Aromas of blackberry, plum, blueberry, plum, chocolate, oak, earth, spices and vanilla. On the palate medium + body, structured,well balanced, good complexity and acidity. Rounded tannins. Long and seductive finish. Highly recommended!!!"
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0, God kvalitet for pengene 
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,"Really good value
Robust, juicy and jammy figs  and black cherries"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Good tasty wine!
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Earthy, great value. "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Super good. Fruity and balanced. Highly drinkable. 
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"its a great wine for my family.
"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Have lots of personality 
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Nice balance between sour and smoothness. 
Cabernet Sauvignon fromMontagne-Saint-Émilion,Cabernet Sauvignon, Montagne-Saint-Émilion,France,2015,15.3,4.0,Firm structure with steely berry fruit and extremely dry
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,"Plum, blackberry, pepper and a hint of vanilla. Smooth and pleasant to drink. "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Smooth and Italia what’s not to love 
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Very good indeed.smooth long after taste. 
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"Well balanced, good acidity, herbs and leather. Quite a steal!"
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,Not a fan. A little too “easy-drinking “ for my taste
Merlot fromVino d'Italia,Merlot, Vino d'Italia,Italy,2020,9.66,4.1,"Vanilla ice cream, leather and dark fruit, musk and rubber (in a good way)). Let it breathe. Soft tannins."
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Bold and fruity. Pairs well with pasta and meat entree 
Merlot fromCosta Toscana,Merlot, Costa Toscana,Italy,2015,20.86,4.2,Hudge WOW especially with 🥘 
Sangiovese fromAbruzzo,Sangiovese, Abruzzo,Italy,2018,22.26,4.3,"4.5. Good one loved it. 

First time trying the NV. Really liked it. 

Very bold and dry to my liking. Went very smooth and acidity levels are great since it was super soft.  plum and  blackberry in their softest way. 




Definitely Recomended !!!"
Pinot Noir fromNapa Valley,Pinot Noir, Napa Valley,United States,2018,13.86,4.0,Delicious and nice fruit flavors.
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Ripe cherry right on the nose with some blueberry jam. Deep red color. Drier, not as sweet as the nose lead on, smooth with moderate tannin. Would let this open up a bit."
Pinot Noir fromNapa Valley,Pinot Noir, Napa Valley,United States,2018,13.86,4.0,Good but nothing special. Only but again if on sale 
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"A bit sweet, should breathe a bit"
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Dark dark colour, and so is the bouquet 
Oily wine with dry tannins and strong taste
Long dark ram tail
14%"
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Dark dark colour, and so is the bouquet 
Oily wine with dry tannins and strong taste
Long dark ram tail
14%"
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,Fruity and fresh cherries. Use a decanter and let it sit for about 20 minutes. Good value 
Primitivo fromPuglia,Primitivo, Puglia,Italy,2017,9.34,4.0,"Fruity yet deep dark tones, we’re going to order another batch of these ☺️"
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Great value for money black cherries smooth tannins what’s not too like 
Cabernet Sauvignon fromMontagne-Saint-Émilion,Cabernet Sauvignon, Montagne-Saint-Émilion,France,2015,15.3,4.0,"Had at Vintage with Natalie. Tobacco leather, tannin city."
Montepulciano fromVeneto,Montepulciano, Veneto,Italy,2015,4.91,3.4,Very good Italian wine for a better price than most. Smells like soap though
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"Fruity without being sweet, black cherry tones"
Tempranillo fromRibera del Duero,Tempranillo, Ribera del Duero,Spain,2016,12.24,3.6,Like it - could be a little more body
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Extrem good value. Very good vine
"
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Very smooth and taste, fresh spring"
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"Plenty of fruit, almost too much and A little too sweet. Disappointing to see the average price was £7.87,when Vivino special offer price was £10."
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,"Plenty of fruit, almost too much and A little too sweet. Disappointing to see the average price was £7.87,when Vivino special offer price was £10."
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Very nice palette with hints of blackberries, chocolate. Plenty of tannins.   Similar in taste to Amarone.  "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,Soft but bold. It's a really good dinner wine. 
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Nice easy drinking wine
"
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Zoete fruit drank, was even schrikken
"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,A very decent wine at a decent price. Blackberries and almonds in the nose. Subtle acidity. 
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Neutral, a bit sweety, not very interesting.. 
would not recommend "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,God vin til vilt
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,Decent forward fruity wine.
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"punchy, kind of thick, but a rich fruity taste. nice"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Really like this wine for the price $10.99
Full bodied. Smooth. Similar to an amarone "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Found this at $10.99 and took a chance.  Wow. Loved it and gonna buy a few more tomorrow. It is dry and easy to drink.  Berries, some chocolate, some oak.  This is a very good wine. Highly recommended. "
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"
Perfect match with Entrecote
"
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Delicious!  Perfect, deep red wine!  Great taste!"
Tempranillo fromRibera del Duero,Tempranillo, Ribera del Duero,Spain,2016,12.24,3.6,Full bodied Ribera del Duero. Rich concentration and a long finish. Nice discovery. 
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,We're taking the good stuff out tonight. 🍷
Malbec fromSalta,Malbec, Salta,Argentina,2015,31.96,4.3,"Mineral, very round and smooth, berries  fruity not too acidic. A heavy wine would marry well with steak."
Merlot fromToscana,Merlot, Toscana,Italy,2016,11.06,4.0,Nice heavy red wine. Pairs well with red meet
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,It’s just great wine 
Corvina fromVeneto,Corvina, Veneto,Italy,2018,8.76,4.1,"Dry, tart, earthy, and flat"
Pinot Noir fromNapa Valley,Pinot Noir, Napa Valley,United States,2018,13.86,4.0,"A little bit dry, very fresh and  a little taste of raspberry.
This is truly a summer tale. When you take a zip you just let the wine whisper you a story "
Shiraz/Syrah fromVino de España,Shiraz/Syrah, Vino de España,Spain,2019,13.72,4.2,"Very nice,sweet and blackberry taste"
Merlot fromVino d'Italia,Merlot, Vino d'Italia,Italy,2020,9.66,4.1,Simple but very nice and delicate. Really enjoyed it. 
